Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Order Date,Year,Month,Day,DayOfWeek,Hour,Shipping Pressure Index,Order Complexity Score,Discount Risk Score,High Value Order Flag,Express Shipment Flag,International Shipment Flag,Geographical Distance,Regional Congestion Index,Route Congestion Index,Customer Reliability Score,Historical Shipping Efficiency Gap,Risk_Probability,Risk_Level,Risk_Priority_Index,Revenue_at_Risk,SLA_Risk_Index,Intervention_Score
PAYMENT,1,0,24.81,70.9,Late delivery,1,72,Pet Supplies,Atlanta,EE. UU.,Lareina,19238,Figueroa,Consumer,GA,2127 Cotton Mountain Pointe,30331,11,Pet Shop,33.63964081,-84.45851135,Pacific Asia,Gold Coast,Australia,19238,13.5,0.16,84.4,0.35,1,84.4,70.9,24.81,Oceania,Queensland,PENDING_PAYMENT,Adult dog supplies,84.4,Same Day,2025-12-24 20:34:29.723794856,2025,12,24,2,12,0.0,0.14033523809523807,0.16,0,1,1,16095.919114385455,0.5377740705433747,0.5306122448979592,0.5472564747919194,0.394392523364486,0.47844184059245665,Medium,6.714224961426635,40.380491346003346,47.84418405924566,5.108519465330855
TRANSFER,3,4,73.68,156.76,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,Richard,11984,Smith,Corporate,PR,2275 Indian Embers Range,725,5,Golf,18.21537018,-66.37055206,Europe,Dreux,Francia,11984,3.2,0.02,39.99,0.47,4,159.96,156.76,73.68,Western Europe,Centro-Valle de Loira,PROCESSING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,2025-11-01 17:34:33.911742872,2025,11,1,5,12,0.9756097560975611,0.37507619047619045,0.08,0,0,1,6914.911125244089,0.5575533728387044,0.5450137044064938,0.5472564747919194,-0.007148806218767351,0.44235135751031757,Medium,16.59154620269413,70.7585231473504,8.847027150206351,10.882129869918675
DEBIT,4,4,0.89,10.16,Shipping on time,0,61,CDs,Fort Lauderdale,EE. UU.,Jorden,12841,Hess,Consumer,FL,7349 Silent Isle,33313,9,Discs Shop,26.15128136,-80.21017456,Europe,Milan,Italia,12841,1.13,0.1,11.29,0.09,1,11.29,10.16,0.89,Southern Europe,Lombardía,COMPLETE,CDs of rock,11.29,Standard Class,2025-11-28 23:43:12.977985568,2025,11,28,4,12,3.6363636363636362,0.12413790476190474,0.1,0,0,1,8588.739933699553,0.5446658851113716,0.5225806451612903,0.5472564747919194,-0.04512600117210393,0.23186538548378796,Low,2.87832831407688,2.617760202111966,4.637307709675759,1.30839693775747
TRANSFER,2,1,1.8,89.98,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Donna,12254,Smith,Consumer,PR,9946 Merry Boulevard,725,5,Golf,18.24084282,-66.37054443,LATAM,Sonsonate,El Salvador,12254,29.99,0.25,39.99,0.02,3,119.97,89.98,1.8,Central America,Sonsonate,PROCESSING,Under Armour Girls' Toddler Spine Surge Runni,39.99,First Class,2025-11-17 04:36:49.162521184,2025,11,17,0,12,0.3225806451612903,0.18828038095238092,0.75,0,1,1,2216.576582592422,0.5460255656773435,0.5657062543921293,0.5472564747919194,1.0,0.8306651892834234,High,15.639795828216455,99.6549027583323,66.45321514267387,12.23521249678652
DEBIT,2,4,1.57,9.26,Advance shipping,0,61,CDs,Crystal Lake,EE. UU.,Kitra,17769,Sheppard,Home Office,IL,3709 Middle Forest Downs,60014,9,Discs Shop,42.24145508,-88.27013397,Pacific Asia,Hangzhou,China,17769,2.03,0.18,11.29,0.17,1,11.29,9.26,1.57,Eastern Asia,Zhejiang,COMPLETE,CDs of rock,11.29,Standard Class,2025-12-18 22:00:09.173600416,2025,12,18,3,12,3.6363636363636362,0.12389790476190475,0.18,0,0,1,11320.647529015225,0.5390693590869183,0.5349794238683128,0.5472564747919194,-0.03236894872529361,0.14328835036132337,Low,1.7753126386557683,1.6177254755793407,2.8657670072264674,0.8071885839970677
PAYMENT,4,2,113.39,436.1,Late delivery,1,66,Crafts,Caguas,Puerto Rico,Rachel,18331,Holt,Corporate,PR,9729 Middle Shadow Run,725,4,Apparel,18.28613281,-66.03705597,Pacific Asia,Seúl,Corea del Sur,18331,25.38,0.06,461.48,0.26,1,461.48,436.1,113.39,Eastern Asia,Seúl,PENDING_PAYMENT,Porcelain crafts,461.48,Second Class,2025-12-21 04:32:48.893960712,2025,12,21,6,12,1.8181818181818181,0.23772190476190475,0.06,0,0,1,14014.787679601866,0.5390693590869183,0.5815602836879432,0.5472564747919194,2.140667267808837,0.7916043495775777,High,18.818169379939047,365.3095752430606,47.49626097465466,29.445842266559254
TRANSFER,2,2,57.35,212.42,Shipping on time,0,65,Consumer Electronics,Caguas,Puerto Rico,Stacy,14419,Taylor,Corporate,PR,1966 Easy Trace,725,10,Technology,18.21850205,-66.03705597,Europe,Nottingham,Reino Unido,14419,40.46,0.16,252.88,0.27,1,252.88,212.42,57.35,Northern Europe,Inglaterra,PROCESSING,Industrial consumer electronics,252.88,Second Class,2025-12-05 08:52:17.530883344,2025,12,5,4,12,1.8181818181818181,0.17807390476190474,0.16,0,0,1,7765.136985933432,0.5423328079261428,0.5579710144927537,0.5472564747919194,1.945658263305322,0.6429925778681812,Medium,11.450019907391011,162.59996309130565,38.57955467209087,14.336005748434742
DEBIT,2,2,94.08,335.98,Shipping on time,0,45,Fishing,Morristown,EE. UU.,Harry,12357,Smith,Consumer,NJ,1120 Clear Crossing,7960,7,Fan Shop,40.8079071,-74.47541809,Europe,West Bromwich,Reino Unido,12357,64.0,0.16,399.98,0.28,1,399.98,335.98,94.08,Northern Europe,Inglaterra,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,2025-11-22 18:09:36.022335720,2025,11,22,5,12,1.8181818181818181,0.2110232380952381,0.16,0,0,1,6147.880339176542,0.5423328079261428,0.6428571428571429,0.5472564747919194,1.945658263305322,0.7867051614027135,High,16.601307058543753,314.6663304578574,47.20230968416281,25.520502650888943
TRANSFER,5,4,7.28,82.71,Late delivery,1,72,Pet Supplies,Aurora,EE. UU.,Cleo,19087,Pate,Consumer,CO,6955 Lost Ramp,80011,11,Pet Shop,39.74662018,-104.8164368,Pacific Asia,Wenzhou,China,19087,1.69,0.02,84.4,0.09,1,84.4,82.71,7.28,Eastern Asia,Zhejiang,PROCESSING,Adult dog supplies,84.4,Standard Class,2025-12-24 05:55:11.151242536,2025,12,24,2,12,3.6363636363636362,0.1434845714285714,0.02,0,0,1,11158.750083577537,0.5390693590869183,0.5,0.5472564747919194,-0.03236894872529361,0.6215229831493121,Medium,8.917895887018625,52.45653977780194,12.430459662986241,6.714550741475566
TRANSFER,2,1,5.14,11.42,Late delivery,1,74,Toys,Caguas,Puerto Rico,Kimberly,16858,Rivera,Corporate,PR,2676 Velvet Common,725,7,Fan Shop,18.28236008,-66.0370636,Pacific Asia,Antipolo,Filipinas,16858,0.12,0.01,11.54,0.45,1,11.54,11.42,5.14,Southeast Asia,Calabarzón,PROCESSING,Toys,11.54,First Class,2025-12-15 05:35:10.765685416,2025,12,15,0,12,0.9090909090909091,0.12447390476190474,0.01,0,1,1,16840.29894362596,0.5534976682211858,0.5533333333333333,0.5472564747919194,1.0,0.7561030621154804,High,9.411510054394686,8.725429336812644,60.48824496923843,4.288129781966633
PAYMENT,6,4,-28.79,35.99,Late delivery,1,29,Shop By Sport,Winnetka,EE. UU.,Jane,12235,Smith,Consumer,CA,1250 Quiet Deer Maze,91306,5,Golf,34.2168045,-118.5710373,Pacific Asia,Harbin,China,12235,4.0,0.1,39.99,-0.8,1,39.99,35.99,-28.79,Eastern Asia,Heilongjiang,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,2025-11-16 04:26:49.926987888,2025,11,16,6,12,3.6363636363636362,0.27431847619047617,0.1,0,0,1,11084.465636181472,0.5390693590869183,0.5074424898511503,0.5472564747919194,-0.03236894872529361,0.21878049870102156,Low,6.001553302385668,8.749032143053853,4.375609974020431,2.9255632495374986
CASH,2,4,37.74,134.79,Advance shipping,0,67,DVDs,Granite City,EE. UU.,Donna,15109,Moran,Consumer,IL,907 Umber Beacon Common,62040,9,Discs Shop,38.70418167,-90.14437866,Europe,Preston,Reino Unido,15109,29.59,0.18,164.38,0.28,1,164.38,134.79,37.74,Northern Europe,Inglaterra,CLOSED,DVDs,164.38,Standard Class,2025-12-08 03:50:19.749831040,2025,12,8,0,12,3.6363636363636362,0.15737257142857142,0.18,0,0,1,7107.856040995622,0.5423328079261428,0.5059288537549407,0.5472564747919194,-0.012140455734030631,0.2523564090409121,Low,3.971397700724873,41.48234651814513,5.047128180818242,4.077499871378657
DEBIT,2,4,5.06,168.68,Advance shipping,0,70,Men's Clothing,La Mesa,EE. UU.,Macy,16024,Duke,Consumer,CA,9650 Red Farm,91941,4,Apparel,32.76065064,-117.0166702,Pacific Asia,Xianyang,China,16024,42.17,0.2,210.85,0.03,1,210.85,168.68,5.06,Eastern Asia,Shaanxi,COMPLETE,Men's gala suit,210.85,Standard Class,2025-12-11 20:38:35.735826896,2025,12,11,3,12,3.6363636363636362,0.16640990476190476,0.2,0,0,1,11299.538987696866,0.5390693590869183,0.5074424898511503,0.5472564747919194,-0.03236894872529361,0.3007198407028345,Medium,5.004276005137386,63.406778412192644,6.014396814056689,5.8061171067865125
DEBIT,5,2,-51.61,452.69,Late delivery,1,68,Garden,Del Rio,EE. UU.,Ella,15617,Copeland,Consumer,TX,4079 Blue End,78840,6,Outdoors,29.32623291,-100.7549973,Pacific Asia,Caloocan,Filipinas,15617,79.89,0.15,532.58,-0.11,1,532.58,452.69,-51.61,Southeast Asia,Capital Nacional,COMPLETE,Lawn mower,532.58,Second Class,2025-12-10 05:08:32.166099776,2025,12,10,2,12,1.8181818181818181,0.24214590476190476,0.15,1,0,1,14539.060102301073,0.5534976682211858,0.7333333333333333,0.5472564747919194,1.9551192145862553,0.885523447199254,High,21.442587630994417,471.61207750937876,53.13140683195524,36.87375970296049
CASH,2,4,-54.3,250.22,Advance shipping,0,71,Music,Manchester,EE. UU.,Lillian,18944,Long,Consumer,CT,119 Round Vale,6040,9,Discs Shop,41.7712059,-72.52085114,Pacific Asia,Darbhanga,India,18944,10.43,0.04,260.65,-0.22,1,260.65,250.22,-54.3,South Asia,Bihar,CLOSED,Rock music,260.65,Standard Class,2025-12-23 16:02:27.734851920,2025,12,23,1,12,3.6363636363636362,0.18815390476190474,0.04,0,0,1,12464.428022723223,0.5609069585613761,0.0,0.5472564747919194,-0.018167245524979964,0.03559410439884584,Low,0.6697169729145734,9.277603311559167,0.7118820879769168,0.8245429878593793
DEBIT,2,2,11.54,30.77,Shipping on time,0,59,Books,Enfield,EE. UU.,Iona,12649,Mitchell,Consumer,CT,3881 Golden Corners,6082,8,Book Shop,42.00019074,-72.59646606,Europe,Marseille,Francia,12649,0.31,0.01,31.08,0.38,1,31.08,30.77,11.54,Western Europe,Provenza-Alpes-Costa Azul,COMPLETE,Sports Books,31.08,Second Class,2025-11-28 05:05:09.230104472,2025,11,28,4,12,1.8181818181818181,0.12963390476190476,0.01,0,0,1,5670.758812166336,0.5575533728387044,0.5066666666666667,0.5472564747919194,2.0672708962739175,0.7284615404711824,High,9.443331396015168,22.64058467784435,43.707692428270946,5.135767639076728
DEBIT,3,2,39.0,149.99,Late delivery,1,9,Cardio Equipment,San Diego,EE. UU.,Linda,12025,Collier,Home Office,CA,6289 Rocky Way,92111,3,Footwear,32.7794342,-117.1718597,Pacific Asia,Kalyan,India,12025,50.0,0.25,99.99,0.26,2,199.98,149.99,39.0,South Asia,Maharashtra,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class,2025-11-04 02:56:06.073189376,2025,11,4,1,12,0.9523809523809523,0.18285447619047618,0.5,0,0,1,13956.037113551452,0.5609069585613761,0.5557299843014128,0.5472564747919194,2.040926640926641,0.7645013638910662,High,13.979249644120554,152.8849827509354,45.87008183346397,14.764798822704346
DEBIT,4,4,92.37,246.31,Shipping on time,0,71,Music,Springfield,EE. UU.,Larissa,16146,Hartman,Corporate,MO,1564 Gentle Jetty,65807,9,Discs Shop,37.18563843,-93.30171204,Pacific Asia,Gongzhuling,China,16146,14.34,0.06,260.65,0.38,1,260.65,246.31,92.37,Eastern Asia,Jilin,COMPLETE,Rock music,260.65,Standard Class,2025-12-12 08:29:01.867293008,2025,12,12,4,12,3.6363636363636362,0.18711123809523808,0.06,0,0,1,11768.677644673353,0.5390693590869183,0.5555555555555556,0.5472564747919194,-0.03236894872529361,0.2872239226964811,Low,5.374282378630953,74.8649154508378,5.744478453929622,6.641607878502649
DEBIT,3,4,191.05,415.33,Advance shipping,0,66,Crafts,Caguas,Puerto Rico,Bertha,14780,Jacobs,Consumer,PR,1269 Rocky Brook Hollow,725,4,Apparel,18.27209663,-66.03705597,Europe,Estocolmo,Suecia,14780,46.15,0.1,461.48,0.46,1,461.48,415.33,191.05,Northern Europe,Estocolmo,COMPLETE,Porcelain crafts,461.48,Standard Class,2025-12-06 19:54:28.952680616,2025,12,6,5,12,3.6363636363636362,0.23218323809523808,0.1,0,0,1,7760.069407164234,0.5423328079261428,0.6927899686520376,0.5472564747919194,-0.012140455734030631,0.5047558306573267,Medium,11.719584320946975,232.9347207317431,10.095116613146534,18.663916972283378
DEBIT,6,2,30.16,103.99,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Sara,11991,Smith,Consumer,PR,3691 Gentle Way,725,4,Apparel,18.25635529,-66.37055206,LATAM,Recife,Brasil,11991,26.0,0.2,129.99,0.29,1,129.99,103.99,30.16,South America,Pernambuco,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,2025-11-02 03:34:21.547324920,2025,11,2,6,12,1.8181818181818181,0.35903695238095235,0.2,0,0,1,3763.2350480101036,0.5434159972057283,0.5283917035022101,0.5472564747919194,1.999259807549963,0.3111588254190497,Medium,11.17175163848924,40.447535716222276,18.669529525142984,6.895552798369033
DEBIT,4,4,78.26,211.5,Shipping on time,0,76,Women's Clothing,Brooklyn,EE. UU.,Brianna,20696,Rivera,Consumer,NY,1096 Cozy Point,11203,4,Apparel,40.64674377,-73.94338989,Pacific Asia,Nanning,China,20696,4.32,0.02,215.82,0.37,1,215.82,211.5,78.26,Eastern Asia,Guangxi,COMPLETE,Summer dresses,215.82,Standard Class,2025-12-30 18:04:46.934266936,2025,12,30,1,12,3.6363636363636362,0.17782857142857142,0.02,0,0,1,11602.857689957915,0.5390693590869183,0.5361216730038023,0.5472564747919194,-0.03236894872529361,0.32959340075891885,Medium,5.8611123609243165,71.13284775178987,6.5918680151783775,6.612415809477119
CASH,2,1,0.72,36.17,Late delivery,1,75,Video Games,Waipahu,EE. UU.,Bertha,20109,Patrick,Corporate,HI,9952 Sleepy Treasure Vale,96797,9,Discs Shop,21.39037895,-158.0046234,Pacific Asia,Perth,Australia,20109,3.58,0.09,39.75,0.02,1,39.75,36.17,0.72,Oceania,Australia Occidental,CLOSED,Fighting video games,39.75,First Class,2025-12-28 09:06:32.350901296,2025,12,28,6,12,0.9090909090909091,0.13107390476190475,0.09,0,1,1,8882.610235961598,0.5377740705433747,0.5,0.5472564747919194,1.0,0.9753718125875873,High,12.784579207055183,38.771029550356594,78.02974500700698,7.440093455843469
CASH,2,2,38.55,161.96,Shipping on time,0,13,Electronics,Caguas,Puerto Rico,Raymond,12384,Berry,Consumer,PR,6629 Iron Embers View,725,3,Footwear,18.28748894,-66.37055206,Europe,Cardiff,Reino Unido,12384,18.0,0.1,44.99,0.24,4,179.96,161.96,38.55,Northern Europe,Gales,CLOSED,Under Armour Men's Compression EV SL Slide,44.99,Second Class,2025-11-24 14:36:38.712593752,2025,11,24,0,12,0.48780487804878053,0.4940224761904762,0.4,0,0,1,7777.145418473975,0.5423328079261428,0.5579710144927537,0.5472564747919194,1.945658263305322,0.7877952144586806,High,38.91885425778846,141.77162679398418,47.267712867520835,24.073839310754437
PAYMENT,2,4,42.52,94.49,Advance shipping,0,9,Cardio Equipment,Dundalk,EE. UU.,Amber,11993,Smith,Corporate,MD,6608 Easy Barn Falls,21222,3,Footwear,39.27756119,-76.53353119,Europe,Rome,Italia,11993,5.5,0.06,99.99,0.45,1,99.99,94.49,42.52,Southern Europe,Lacio,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,2025-11-02 07:38:56.117173904,2025,11,2,6,12,3.6363636363636362,0.2816518095238095,0.06,0,0,1,7447.748641465329,0.5446658851113716,0.45901639344262296,0.5472564747919194,-0.04512600117210393,0.36784121713363,Medium,10.360314442312742,36.78044330119166,7.3568243426726,6.350952374996596
DEBIT,4,4,184.22,391.96,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,Jeremy,12123,Tucker,Consumer,PR,8711 Dusty Deer Valley,725,3,Footwear,18.207901,-66.37060547,LATAM,Choluteca,Honduras,12123,8.0,0.02,99.99,0.47,4,399.96,391.96,184.22,Central America,Choluteca,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,2025-11-09 19:58:31.135731616,2025,11,9,6,12,0.9756097560975611,0.45102285714285706,0.08,0,0,1,2215.596301281745,0.5460255656773435,0.5341074020319303,0.5472564747919194,0.00012172113687541841,0.2322706384051118,Low,10.475936696386896,92.89896453650852,4.645412768102236,9.764312550745268
TRANSFER,6,2,46.98,173.99,Shipping canceled,0,48,Water Sports,Caguas,Puerto Rico,Mary,12099,Bruce,Consumer,PR,3180 Pleasant Bear Heights,725,7,Fan Shop,18.29062271,-66.37057495,USCA,Everett,Estados Unidos,12099,26.0,0.13,199.99,0.27,1,199.99,173.99,46.98,East of USA,Massachusetts,CANCELED,Pelican Sunstream 100 Kayak,199.99,Second Class,2025-11-08 06:13:16.667368352,2025,11,8,5,12,1.8181818181818181,0.16782590476190476,0.13,0,0,1,2552.0434514740987,0.5572357477695449,0.5494128074451584,0.5472564747919194,1.9563786008230453,0.6061162554401008,Medium,10.172200896013269,121.21718992546577,36.36697532640605,11.341911753933253
TRANSFER,2,1,-613.74,371.96,Late delivery,1,9,Cardio Equipment,Philadelphia,EE. UU.,Karen,12278,Smith,Consumer,PA,3453 Honey Woods,19104,3,Footwear,39.95473099,-75.20536804,Europe,Berlín,Alemania,12278,28.0,0.07,99.99,-1.65,4,399.96,371.96,-613.74,Western Europe,Berlín,PENDING,Nike Men's Free 5.0+ Running Shoe,99.99,First Class,2025-11-18 10:07:05.096666256,2025,11,18,1,12,0.24390243902439027,0.284903619047619,0.28,0,1,1,5980.555961186838,0.5575533728387044,0.5978260869565217,0.5472564747919194,1.0,0.8258856276821297,High,23.52978042460532,330.32121564774457,66.07085021457037,29.231185108706804
TRANSFER,3,4,6.24,124.79,Shipping canceled,0,18,Men's Footwear,San Diego,EE. UU.,Mary,12192,Carlson,Consumer,CA,5104 Rustic Downs,92114,4,Apparel,32.75422669,-117.1972122,Europe,Neu-Ulm,Alemania,12192,5.2,0.04,129.99,0.05,1,129.99,124.79,6.24,Western Europe,Bavaria,SUSPECTED_FRAUD,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,2025-11-13 12:58:25.910767896,2025,11,13,3,12,3.6363636363636362,0.3239630476190476,0.04,0,0,1,9192.669871653627,0.5575533728387044,0.5567928730512249,0.5472564747919194,-0.007148806218767351,0.1432057617470565,Low,4.639337501218364,18.615316969499872,2.8641152349411296,2.9726540186573382
DEBIT,3,4,0.95,9.46,Advance shipping,0,74,Toys,Caguas,Puerto Rico,Nita,16790,Sexton,Consumer,PR,427 Clear Leaf Loop,725,7,Fan Shop,18.29587746,-66.03705597,Pacific Asia,Melbourne,Australia,16790,2.08,0.18,11.54,0.1,1,11.54,9.46,0.95,Oceania,Victoria,COMPLETE,Toys,11.54,Standard Class,2025-12-14 22:59:11.938310856,2025,12,14,6,12,3.6363636363636362,0.12395123809523809,0.18,0,0,1,17719.941190476362,0.5377740705433747,0.54986312084474,0.5472564747919194,0.004347826086956522,0.3797617117786246,Medium,4.707193435612749,4.382450153925328,7.595234235572493,2.145824383480619
DEBIT,2,1,24.03,240.29,Late delivery,1,69,Health and Beauty,Del Rio,EE. UU.,Felicia,15758,Booth,Consumer,TX,5098 Lazy Pathway,78840,12,Health and Beauty,29.58872604,-100.9480209,Pacific Asia,Sargodha,Pakistán,15758,52.75,0.18,293.04,0.1,1,293.04,240.29,24.03,South Asia,Punyab,COMPLETE,First aid kit,293.04,First Class,2025-12-10 18:49:36.793449960,2025,12,10,2,12,0.9090909090909091,0.18550590476190476,0.18,0,1,1,14496.688884468424,0.5609069585613761,1.0,0.5472564747919194,1.0,0.9753718125875873,High,18.09372305733194,285.8229559606666,78.02974500700698,24.38686658057277
PAYMENT,5,2,16.05,47.48,Late delivery,1,35,Golf Gloves,Mission,EE. UU.,Lawrence,12115,Smith,Consumer,TX,3440 Foggy Autoroute,78572,6,Outdoors,26.20306206,-98.30255127,Pacific Asia,Depok,Indonesia,12115,2.5,0.05,24.99,0.34,2,49.98,47.48,16.05,Southeast Asia,Yogyakarta,PENDING_PAYMENT,Bag Boy Beverage Holder,24.99,Second Class,2025-11-09 07:21:29.848103784,2025,11,9,6,12,0.9523809523809523,0.15551847619047618,0.1,0,0,1,14959.203697140338,0.5534976682211858,0.5329949238578681,0.5472564747919194,1.9551192145862553,0.7627026374592604,High,11.861435196412137,38.11987782021383,45.76215824755562,7.031766747777684
TRANSFER,6,2,-13.3,349.96,Late delivery,1,63,Children's Clothing,Caguas,Puerto Rico,Yen,13823,Hudson,Consumer,PR,6595 Old Private,725,4,Apparel,18.24662399,-66.03705597,Europe,Paris,Francia,13823,7.14,0.02,357.1,-0.04,1,357.1,349.96,-13.3,Western Europe,Isla de Francia,PENDING,Children's heaters,357.1,Second Class,2025-12-02 23:01:38.396835768,2025,12,2,1,12,1.8181818181818181,0.21475123809523808,0.02,0,0,1,6887.671227019412,0.5575533728387044,0.5450137044064938,0.5472564747919194,2.0672708962739175,0.6005614891376776,Medium,12.897132334463615,214.46050777106467,36.03368934826066,18.02648340004933
CASH,2,4,27.43,242.76,Advance shipping,0,65,Consumer Electronics,Caguas,Puerto Rico,Clementine,14464,Valencia,Consumer,PR,2762 Umber Cloud Glen,725,10,Technology,18.2010479,-66.03705597,Europe,Augsburg,Alemania,14464,10.12,0.04,252.88,0.11,1,252.88,242.76,27.43,Western Europe,Bavaria,CLOSED,Industrial consumer electronics,252.88,Standard Class,2025-12-05 13:14:20.284292976,2025,12,5,4,12,3.6363636363636362,0.1861645714285714,0.04,0,0,1,6891.274871049199,0.5575533728387044,0.5551341890315052,0.5472564747919194,-0.007148806218767351,0.2466408505861506,Low,4.591578824614904,62.37053829622576,4.932817011723012,5.578863827619507
CASH,6,4,82.79,179.98,Late delivery,1,9,Cardio Equipment,Tucson,EE. UU.,Mary,12362,Smith,Consumer,AZ,1828 Stony Trace,85705,3,Footwear,32.25922394,-110.9718781,LATAM,Pucallpa,Perú,12362,20.0,0.1,99.99,0.46,2,199.98,179.98,82.79,South America,Ucayali,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,2025-11-23 03:34:27.290796480,2025,11,23,6,12,1.9047619047619047,0.1908518095238095,0.2,0,0,1,7550.214464368136,0.5434159972057283,0.5472564747919194,0.5472564747919194,-0.013154858066005077,0.3784419685998456,Medium,7.222633450703323,75.68082488059711,7.568839371996912,7.429902873117156
DEBIT,1,0,133.6,284.25,Late delivery,1,69,Health and Beauty,Los Angeles,EE. UU.,Jane,18807,Velez,Corporate,CA,5480 Clear Branch Round,90024,12,Health and Beauty,34.06435013,-118.437088,Pacific Asia,Seúl,Corea del Sur,18807,8.79,0.03,293.04,0.47,1,293.04,284.25,133.6,Eastern Asia,Seúl,COMPLETE,First aid kit,293.04,Same Day,2025-12-23 02:44:40.685582600,2025,12,23,1,12,0.0,0.19722857142857142,0.03,0,1,1,11105.422202386042,0.5390693590869183,0.5673076923076923,0.5472564747919194,0.4723127035830619,0.5004547188792244,Medium,9.870396926923675,146.65325082036793,50.045471887922446,12.747353819991545
TRANSFER,2,4,52.8,159.99,Shipping canceled,0,48,Water Sports,Jacksonville,EE. UU.,Rose,12157,Morrow,Consumer,NC,4505 Grand Bear Swale,28540,7,Fan Shop,34.79697037,-77.50156403,Europe,Leeds,Reino Unido,12157,40.0,0.2,199.99,0.33,1,199.99,159.99,52.8,Northern Europe,Inglaterra,SUSPECTED_FRAUD,Pelican Sunstream 100 Kayak,199.99,Standard Class,2025-11-11 14:29:05.935585368,2025,11,11,1,12,3.6363636363636362,0.16409257142857142,0.2,0,0,1,6844.755582840987,0.5423328079261428,0.5652173913043478,0.5472564747919194,-0.012140455734030631,0.3416616980025161,Medium,5.606414658388488,68.3289229835232,6.833233960050322,6.342301242366787
DEBIT,2,1,8.32,94.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Rose,12356,Shepherd,Consumer,PR,733 Cozy Mountain Walk,725,5,Golf,18.27405548,-66.37062073,LATAM,Zapopan,México,12356,5.5,0.06,50.0,0.09,2,100.0,94.5,8.32,Central America,Jalisco,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,2025-11-22 17:46:18.444254864,2025,11,22,5,12,0.47619047619047616,0.16805714285714285,0.12,0,1,1,2217.556355220626,0.5460255656773435,0.5473360655737705,0.5472564747919194,1.0,0.9753718125875873,High,16.391820004686252,97.53718125875874,78.02974500700698,12.408958877400025
DEBIT,2,1,28.84,262.2,Late delivery,1,73,Sporting Goods,Dallas,EE. UU.,Wynter,16686,Wynn,Consumer,TX,5198 Colonial Loop,75240,2,Fitness,32.93148804,-96.81433868,Pacific Asia,Shenzhen,China,16686,65.55,0.2,327.75,0.11,1,327.75,262.2,28.84,Eastern Asia,Guangdong,COMPLETE,Smart watch,327.75,First Class,2025-12-14 12:53:34.908208600,2025,12,14,6,12,0.9090909090909091,0.19134857142857142,0.2,0,1,1,12126.411247273365,0.5390693590869183,0.6711111111111111,0.5472564747919194,1.0,0.9753718125875873,High,18.663600295033113,319.67811157558174,78.02974500700698,26.646126812548147
TRANSFER,2,4,0.0,242.4,Advance shipping,0,71,Music,Warren,EE. UU.,Zorita,16199,Fisher,Consumer,MI,4271 Honey Beach,48093,9,Discs Shop,42.51310349,-83.0218277,Pacific Asia,Perth,Australia,16199,18.25,0.07,260.65,0.0,1,260.65,242.4,0.0,Oceania,Australia Occidental,PROCESSING,Rock music,260.65,Standard Class,2025-12-12 13:37:39.776864352,2025,12,12,4,12,3.6363636363636362,0.18606857142857142,0.07,0,0,1,16043.09572667962,0.5377740705433747,0.43478260869565216,0.5472564747919194,0.004347826086956522,0.2984636352795556,Low,5.553470223984508,77.79454653561616,5.969272705591112,6.889060881730773
